domain,feature_name,story_id,story_title,resource,is_combined,description,acceptance_criteria,tags,policy_status
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-2,[SEC-2] Use Modern Anti-Malware Software,,False,"As a cloud engineer, I want to assess anti-malware coverage across all VM endpoints — Microsoft Defender Antivirus real-time protection and cloud-delivered protection status on all Windows VMs, Defender for Endpoint antimalware solution status on Linux VMs, scheduled scan policy configuration, antimalware exclusion documentation and review cadence (no broad folder exclusions), and weekly coverage compliance report availability — so that ES-2 gaps in anti-malware coverage completeness and exclusion hygiene are identified. Key Azure Policy built-ins applicable: [""Endpoint protection solution should be installed on virtual machine scale sets""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Monitor missing Endpoint Protection in Azure Security Center""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Anti-malware ES-2 configuration assessed against MCSB baseline and Windows VMs without Defender Antivirus real-time or cloud-delivered protection active, Linux VMs without Defender for Endpoint antimalware, absent scheduled scan policies, or undocumented and over-broad antimalware exclusions identified.
Azure Policy compliance evaluated for: [""Endpoint protection solution should be installed on virtual machine scale sets""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Monitor missing Endpoint Protection in Azure Security Center""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected VM antimalware solution status, exclusion documentation, scan policy configurations, and coverage report availability noted.",Security,confirmed
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Container Registry,Container Registry,True,"As a cloud engineer, I want to assess Azure Container Registry security controls — Defender for Containers registry scanning coverage, absence of known Critical CVEs in images tagged for production, Notary v2 content trust enforcement (signed images only pulled), and pull-through cache security policy configuration — so that ES-3 gaps in container image vulnerability management and supply chain integrity are identified. Key Azure Policy built-ins applicable: [""Container registry images should have vulnerability findings resolved""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Container Registry ES-3 configuration assessed against MCSB baseline and registries without Defender for Containers scanning enabled, production images with unresolved Critical CVEs, absent Notary v2 content trust enforcement, or pull-through cache without security policy identified.
Azure Policy compliance evaluated for: [""Container registry images should have vulnerability findings resolved""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected registry scanning configuration, Critical CVE status, content trust enforcement, and pull-through cache policy configurations noted.",Security,confirmed
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Container Instances,Container Instances,True,"As a cloud engineer, I want to assess Azure Container Instances image security controls — image source restriction to trusted ACR only (no Docker Hub or public registry pulls), pre-deployment vulnerability scan evidence, absence of privileged container configurations, and runtime security coverage via Defender for Containers — so that ES-3 gaps in container instance image integrity and runtime protection are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for ACI pre-deployment image scanning in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on container group image source policy and runtime security coverage manual audit.","Container Instances ES-3 configuration assessed against MCSB baseline and container groups pulling images from untrusted registries, missing pre-deployment vulnerability scan evidence, privileged container configurations present, or absent Defender for Containers runtime coverage identified.
Azure Policy coverage for ACI image security controls evaluated; built-ins absent for this resource — assessment relies on container group image source policy, vulnerability scan records, and Defender for Containers runtime configuration manual audit.
Gap findings documented with remediation scope and affected container group image source policies, privileged container settings, and runtime security coverage configurations noted.",Security,none
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Kubernetes Service (AKS),Kubernetes Service (AKS),True,"As a cloud engineer, I want to assess Azure Kubernetes Service container security controls — Defender for Containers runtime threat protection enablement, container image scanning at registry and runtime, OPA Gatekeeper policy enforcement (deny latest tag, no privileged pods, resource limits required), and AppArmor and seccomp security profile deployment on AKS nodes — so that ES-3 gaps in AKS container workload security and image vulnerability management are identified. Key Azure Policy built-ins applicable: [""Kubernetes clusters should have vulnerability findings resolved""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Kubernetes cluster should not allow privileged containers""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","AKS ES-3 configuration assessed against MCSB baseline and clusters without Defender for Containers runtime protection, missing registry or runtime image scanning, absent OPA Gatekeeper constraints for privileged pods or resource limits, or nodes without AppArmor and seccomp profiles identified.
Azure Policy compliance evaluated for: [""Kubernetes clusters should have vulnerability findings resolved""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Kubernetes cluster should not allow privileged containers""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected AKS Defender for Containers configuration, OPA Gatekeeper constraint templates, image scanning coverage, and node security profile deployments noted.",Security,confirmed
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Kubernetes Service on Azure Stack HCI,Kubernetes Service on Azure Stack HCI,True,"As a cloud engineer, I want to assess AKS on Azure Stack HCI container security controls — Defender for Containers deployment on HCI-managed clusters, container image scanning coverage, Arc-managed security policy enforcement on HCI clusters, and HCI node OS update and patch management cadence — so that ES-3 gaps in container security for on-premises Kubernetes managed via HCI are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for AKS on Azure Stack HCI in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Defender for Containers HCI extension deployment and Arc-managed security policy coverage manual audit.","AKS on HCI ES-3 configuration assessed against MCSB baseline and HCI-managed clusters without Defender for Containers extension, missing container image scanning, absent Arc-managed security policy enforcement, or HCI nodes with unpatched OS identified.
Azure Policy coverage for AKS on HCI container security evaluated; built-ins absent for this resource — assessment relies on HCI Defender for Containers extension deployment, Arc policy assignment scope, and HCI node patch management manual audit.
Gap findings documented with remediation scope and affected HCI cluster Defender for Containers configuration, Arc policy assignments, and HCI node update cadence noted.",Security,none
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Red Hat OpenShift (ARO),Red Hat OpenShift (ARO),True,"As a cloud engineer, I want to assess Azure Red Hat OpenShift container security controls — Defender for Containers integration with ARO cluster, container image registry scanning coverage, OCP Security Context Constraints enforcement on all workloads, and MDE deployment for node-level EDR on ARO compute — so that ES-3 gaps in ARO cluster container security and endpoint protection are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Red Hat OpenShift in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Defender for Containers ARO integration and OCP SCC configuration manual audit.","ARO ES-3 configuration assessed against MCSB baseline and clusters without Defender for Containers integration, missing image registry scanning, OCP Security Context Constraints not enforced across workloads, or ARO compute nodes without MDE node-level EDR identified.
Azure Policy coverage for ARO container security evaluated; built-ins absent for this resource — assessment relies on Defender for Containers ARO integration status, OCP SCC policy enforcement, and MDE node coverage manual audit.
Gap findings documented with remediation scope and affected ARO Defender for Containers configuration, OCP SCC enforcement, image scanning coverage, and MDE node deployment configurations noted.",Security,none
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Defender for IoT,Defender for IoT,True,"As a cloud engineer, I want to assess Microsoft Defender for IoT OT security controls — OT sensor deployment coverage on OT/ICS network segments, device inventory completeness for all discovered OT assets, anomaly detection enablement for ICS/SCADA protocol traffic (Modbus, DNP3, EtherNet/IP), and alert integration routing to Microsoft Sentinel — so that ES-3 gaps in OT/ICS network threat detection and device visibility are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Defender for IoT OT sensor deployment in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on OT sensor placement, device inventory completeness, and Sentinel integration manual audit.","Defender for IoT ES-3 configuration assessed against MCSB baseline and OT/ICS network segments without sensor coverage, incomplete device inventories, ICS protocol anomaly detection inactive, or OT alerts not routed to Sentinel identified.
Azure Policy coverage for Defender for IoT OT sensor controls evaluated; built-ins absent for this resource — assessment relies on OT sensor network placement, device discovery completeness, protocol anomaly detection configuration, and Sentinel alert integration manual audit.
Gap findings documented with remediation scope and affected OT network segment sensor coverage, device inventory gaps, ICS protocol detection configurations, and Sentinel routing noted.",Security,none
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: IoT Hub,IoT Hub,True,"As a cloud engineer, I want to assess Azure IoT Hub device security controls — device attestation method coverage (TPM or X.509 certificates), DPS enrollment group security configuration, per-device credential enforcement (no shared symmetric keys across devices), and Defender for IoT integration for device anomaly detection — so that ES-3 gaps in IoT device authentication integrity and anomaly detection coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for IoT Hub device attestation controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on IoT Hub device registration policy and DPS enrollment group configuration manual audit.","IoT Hub ES-3 configuration assessed against MCSB baseline and hubs with devices using weak attestation methods, DPS enrollment groups without security hardening, shared symmetric key credential usage, or absent Defender for IoT anomaly detection integration identified.
Azure Policy coverage for IoT Hub device security controls evaluated; built-ins absent for this resource — assessment relies on IoT Hub device registration policies, DPS enrollment group configuration, and Defender for IoT integration manual audit.
Gap findings documented with remediation scope and affected device attestation methods, DPS enrollment security settings, per-device credential configurations, and Defender for IoT integration status noted.",Security,none
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: IoT Central,IoT Central,True,"As a cloud engineer, I want to assess Azure IoT Central device security configuration — device credential security standard (X.509 preferred over SAS tokens), role-based access separation between operator and administrator roles, data export encryption configuration, and Defender for IoT integration for device fleet monitoring — so that ES-3 gaps in IoT Central device credential security and fleet monitoring coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for IoT Central device credential security in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on IoT Central device template credential settings and RBAC configuration manual audit.","IoT Central ES-3 configuration assessed against MCSB baseline and applications with devices using SAS token credentials instead of X.509, missing operator/administrator RBAC separation, absent data export encryption, or inactive Defender for IoT fleet monitoring integration identified.
Azure Policy coverage for IoT Central device security controls evaluated; built-ins absent for this resource — assessment relies on IoT Central device credential configuration, RBAC role assignments, and Defender for IoT integration manual audit.
Gap findings documented with remediation scope and affected device credential standards, RBAC role separation, data export encryption, and fleet monitoring integration configurations noted.",Security,none
ES,[SEC-ES] Endpoint Security — MCSB v2,SEC-3,[SEC-3] Ensure Anti-Malware Software and Signatures Updated: Sphere,Sphere,True,"As a cloud engineer, I want to assess Azure Sphere device security controls — OS security update enforcement configuration (automatic updates mandatory, no manual update override), certificate-based device authentication status, application allow-listing enforcement (signed apps only, no unsigned application execution), and Sphere Security Service fleet monitoring coverage — so that ES-3 gaps in Sphere device OS integrity and application control are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Sphere security controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Sphere Security Service configuration and OS update policy manual audit.","Azure Sphere ES-3 configuration assessed against MCSB baseline and device groups with manual OS update configuration permitted, devices using weak authentication instead of certificate-based auth, unsigned application execution allowed, or devices not covered by Sphere Security Service fleet monitoring identified.
Azure Policy coverage for Azure Sphere device security controls evaluated; built-ins absent for this resource — assessment relies on Sphere Security Service device group OS update policy, certificate authentication configuration, and application signing enforcement manual audit.
Gap findings documented with remediation scope and affected Sphere device group OS update settings, certificate authentication configurations, application allow-listing enforcement, and Sphere Security Service fleet coverage noted.",Security,none
BR,[SEC-BR] Backup and Recovery — MCSB v2,SEC-1,[SEC-1] Ensure Regular Automated Backups: Backup,Backup,True,"As a cloud engineer, I want to assess Azure Backup coverage for all production workloads — backup policy assignment for production VMs, SQL databases (in-VM and Azure SQL), Blob Storage, Azure Files, and Key Vault, geo-redundant Recovery Services vault configuration, RPO and RTO definition per workload tier, and immutable vault enablement — so that BR-1 gaps in backup coverage scope and retention configuration are identified. Key Azure Policy built-ins applicable: [""Azure Backup should be enabled for Virtual Machines""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), ⚠️ [No confirmed Azure Policy built-ins for SQL/Blob/Files/Key Vault backup coverage in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Azure Backup policy assignment scope and Recovery Services vault configuration manual audit.","Azure Backup BR-1 configuration assessed against MCSB baseline and production VMs without Backup policy enabled, workload types (SQL, Blob, Files, Key Vault) without backup policy assignment, or Recovery Services vaults without geo-redundant storage identified.
Azure Policy compliance evaluated for: [""Azure Backup should be enabled for Virtual Machines""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference); ⚠️ SQL/Blob/Files/Key Vault backup built-in display names flagged for verification against current MCSB v2 preview policy list.
Gap findings documented with remediation scope and affected workload backup policy assignments, Recovery Services vault geo-redundancy, immutable vault status, and RPO/RTO documentation completeness noted.",Security,none
BR,[SEC-BR] Backup and Recovery — MCSB v2,SEC-2,[SEC-2] Protect Backup and Recovery Data,,False,"As a cloud engineer, I want to assess backup vault security configuration — immutable vault enablement, soft delete configuration (14-day retention minimum), CMK encryption of vault via Key Vault, Backup Operator RBAC separation (no production subscription Owner access for backup accounts), and cross-subscription restore restriction status — so that BR-2 gaps in backup data protection and access control are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for backup vault immutability and soft delete in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Recovery Services vault security settings and RBAC assignment manual audit.","Backup vault BR-2 configuration assessed against MCSB baseline and vaults without immutable vault enabled, soft delete configured below 14-day retention, CMK encryption absent, or Backup Operator accounts with production subscription Owner access identified.
Azure Policy coverage for backup vault security controls evaluated; built-ins absent for this control — assessment relies on Recovery Services vault immutability settings, soft delete configuration, CMK key assignment, and RBAC role separation manual audit.
Gap findings documented with remediation scope and affected vault immutability settings, soft delete retention configuration, CMK encryption status, RBAC role assignments, and quarterly access review records noted.",Security,none
BR,[SEC-BR] Backup and Recovery — MCSB v2,SEC-3,[SEC-3] Monitor Backups,,False,"As a cloud engineer, I want to assess Azure Backup monitoring configuration — backup job failure alert configuration routing to Action Groups, backup reporting coverage via Azure Monitor Workbook, Recovery Services vault backup compliance report review cadence, alert trigger completeness (job failure, backup not run in more than 25 hours, policy non-compliance), and weekly backup health review scheduling — so that BR-3 gaps in backup monitoring visibility and alerting coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Backup monitoring configuration in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Azure Backup alert rule configuration and Monitor Workbook coverage manual audit.","Backup monitoring BR-3 configuration assessed against MCSB baseline and vaults without backup job failure alerts configured, missing Action Group routing, absent Azure Monitor Workbook backup reporting, or alert triggers not covering the 25-hour backup window and policy non-compliance scenarios identified.
Azure Policy coverage for backup monitoring controls evaluated; built-ins absent for this control — assessment relies on Azure Backup alert rule configuration, Action Group routing, and backup compliance report review record manual audit.
Gap findings documented with remediation scope and affected alert trigger configurations, Action Group routing, Monitor Workbook coverage, and weekly health review scheduling noted.",Security,none
BR,[SEC-BR] Backup and Recovery — MCSB v2,SEC-4,[SEC-4] Regularly Test Backup: Site Recovery,Site Recovery,True,"As a cloud engineer, I want to assess Azure Site Recovery DR testing program — replication health monitoring status across all protected workloads, quarterly failover test execution evidence, RTO measurement against target per workload, failback validation in isolated environment, and semi-annual recovery plan documentation review — so that BR-4 gaps in DR testing cadence and RTO validation are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Site Recovery DR testing in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Site Recovery replication health dashboard and failover test records manual audit.","Site Recovery BR-4 configuration assessed against MCSB baseline and protected workloads with degraded replication health, absent quarterly failover test records, RTO measurements exceeding defined targets, or recovery plans without semi-annual review documentation identified.
Azure Policy coverage for Site Recovery DR testing controls evaluated; built-ins absent for this resource — assessment relies on Site Recovery replication health status, failover test execution records, and recovery plan documentation manual audit.
Gap findings documented with remediation scope and affected replication health status, failover test cadence, RTO measurement records, failback validation evidence, and recovery plan review documentation noted.",Security,none
DS,[SEC-DS] DevOps Security — MCSB v2,SEC-1,[SEC-1] Conduct Threat Modeling,,False,"As a cloud engineer, I want to assess threat modeling process maturity — STRIDE methodology adoption for all new infrastructure and application designs, design-phase review timing (not post-deployment), threat model artifact storage in version-controlled repositories, tool usage (Microsoft Threat Modeling Tool or OWASP Threat Dragon), and annual review cadence for existing systems — so that DS-1 gaps in security design validation and threat modeling coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for threat modeling process controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on threat model documentation, version-controlled artifact storage, and design review record manual audit.","Threat modeling DS-1 process assessed against MCSB baseline and systems without STRIDE-based design reviews, threat models produced post-deployment rather than at design phase, or absent versioned threat model artifact storage identified.
Azure Policy coverage for threat modeling controls evaluated; built-ins absent for this control — assessment relies on threat model documentation completeness, design review timing records, and version-controlled artifact repository manual audit.
Gap findings documented with remediation scope and affected design review cadence, threat model artifact storage, STRIDE methodology adoption, and annual review coverage noted.",Security,none
DS,[SEC-DS] DevOps Security — MCSB v2,SEC-2,[SEC-2] Ensure Software Supply Chain Security,,False,"As a cloud engineer, I want to assess software supply chain security controls — dependency scanning integration (Dependabot or Defender for DevOps) in all CI pipelines, Software Composition Analysis as a CI gate, SBOM generation for all container builds, trusted registry enforcement (ACR with Notary v2 content trust only), package allowlist governance for npm, PyPI, and NuGet, and third-party library review process documentation — so that DS-2 gaps in supply chain integrity and dependency risk management are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for software supply chain security in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on CI pipeline dependency scanning configuration and SBOM generation coverage manual audit.","Supply chain security DS-2 configuration assessed against MCSB baseline and pipelines without dependency scanning enabled, missing SCA CI gate enforcement, absent SBOM generation for container builds, or container pulls from untrusted registries without Notary v2 content trust identified.
Azure Policy coverage for supply chain controls evaluated; built-ins absent for this control — assessment relies on Dependabot or Defender for DevOps pipeline integration, SBOM generation pipeline steps, and ACR content trust configuration manual audit.
Gap findings documented with remediation scope and affected pipeline dependency scanning coverage, SBOM generation, trusted registry enforcement, and package allowlist governance configurations noted.",Security,none
DS,[SEC-DS] DevOps Security — MCSB v2,SEC-3,[SEC-3] Secure DevOps Infrastructure,,False,"As a cloud engineer, I want to assess Azure DevOps organization security configuration — MFA enforcement for all ADO users, absence of PATs in code repositories (secret scanning active), PAT maximum expiry enforcement (90 days), pipeline service connection migration to Workload Identity Federation (no stored secrets), ADO audit log routing to Sentinel, private build agent VNet deployment, and ADO organization policy review (external access restrictions, project isolation) — so that DS-3 gaps in DevOps platform security and pipeline credential exposure are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure DevOps organization security configuration in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on ADO organization policy settings and pipeline service connection configuration manual audit.","DevOps infrastructure DS-3 configuration assessed against MCSB baseline and ADO organizations without MFA enforced, service connections using stored secrets instead of Workload Identity Federation, PATs in code repositories detected by secret scanning, or ADO audit logs not routed to Sentinel identified.
Azure Policy coverage for DevOps infrastructure security evaluated; built-ins absent for this control — assessment relies on ADO organization policy settings, Workload Identity Federation adoption, secret scanning pipeline configuration, and ADO audit log routing manual audit.
Gap findings documented with remediation scope and affected ADO organization MFA policy, PAT expiry enforcement, service connection credential types, private build agent network configuration, and Sentinel audit log routing noted.",Security,none
DS,[SEC-DS] DevOps Security — MCSB v2,SEC-4,[SEC-4] Integrate Static Application Security Testing,,False,"As a cloud engineer, I want to assess SAST integration in CI pipelines — CodeQL deployment for application code scanning, Checkov for IaC scanning (Terraform, Bicep, and ARM), merge blocking on Critical SAST findings with no approved exceptions, secret detection via pre-commit hooks and pipeline scanning, Defender for DevOps IaC scanning integration, and SAST result triage and suppression governance process — so that DS-4 gaps in static security testing coverage and finding remediation are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for SAST pipeline gate enforcement in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on CI pipeline SAST tool configuration and merge gate policy manual audit.","SAST integration DS-4 configuration assessed against MCSB baseline and pipelines without CodeQL or equivalent SAST tool, IaC pipelines without Checkov scanning, missing merge-blocking on Critical findings, or absent pre-commit and pipeline secret detection identified.
Azure Policy coverage for SAST pipeline controls evaluated; built-ins absent for this control — assessment relies on CI pipeline SAST tool configuration, branch protection merge gate settings, and suppression approval governance manual audit.
Gap findings documented with remediation scope and affected pipeline SAST tool coverage, IaC scanning configuration, merge gate enforcement, secret detection scope, and SAST finding suppression governance noted.",Security,none
DS,[SEC-DS] DevOps Security — MCSB v2,SEC-5,[SEC-5] Integrate Dynamic Application Security Testing,,False,"As a cloud engineer, I want to assess DAST integration in release pipelines — DAST scan execution on staging environments before production deployment (OWASP ZAP or equivalent), API security testing coverage against OWASP API Top 10, production release blocking on Critical DAST findings, DAST result tracking in ADO work items, and scan cadence for all internet-facing services (every release) — so that DS-5 gaps in dynamic security testing coverage and release gate enforcement are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for DAST pipeline integration in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on release pipeline DAST scan configuration and production gate policy manual audit.","DAST integration DS-5 configuration assessed against MCSB baseline and internet-facing services without DAST scans in staging, absent API security testing against OWASP API Top 10, missing production release blocking on Critical DAST findings, or DAST results not tracked in ADO identified.
Azure Policy coverage for DAST pipeline controls evaluated; built-ins absent for this control — assessment relies on release pipeline DAST tool configuration, production gate blocking policy, and ADO DAST result tracking manual audit.
Gap findings documented with remediation scope and affected pipeline DAST tool deployment, API security testing coverage, production release gate enforcement, and ADO work item tracking configurations noted.",Security,none
DS,[SEC-DS] DevOps Security — MCSB v2,SEC-6,[SEC-6] Enforce Security of Workload Throughout DevOps Lifecycle,,False,"As a cloud engineer, I want to assess CI/CD security gate completeness — all mandatory security gates present before production deployment (SAST, DAST, dependency scan, container image scan, IaC scan), branch protection policy enforcement (PR review required and pipeline pass), production deployment approval gate with second approver requirement, and weekly infrastructure drift detection comparing live state against IaC source — so that DS-6 gaps in end-to-end DevOps lifecycle security enforcement are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for CI/CD security gate enforcement in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on pipeline gate configuration, branch protection policy, and drift detection tooling manual audit.","CI/CD lifecycle DS-6 configuration assessed against MCSB baseline and pipelines missing any mandatory security gate (SAST, DAST, dependency, container image, or IaC scan), repositories without branch protection requiring PR review and pipeline pass, or production deployments without second-approver gate identified.
Azure Policy coverage for CI/CD security gate controls evaluated; built-ins absent for this control — assessment relies on pipeline gate configuration, branch protection rule settings, production approval gate policy, and infrastructure drift detection cadence manual audit.
Gap findings documented with remediation scope and affected pipeline security gate completeness, branch protection configurations, production approval gate setup, and weekly drift detection coverage noted.",Security,none
GS,[SEC-GS] Governance and Strategy — MCSB v2,SEC-1,"[SEC-1] Align Organization Roles, Responsibilities, and Accountabilities: Cost Management",Cost Management,True,"As a cloud engineer, I want to assess Azure Cost Management governance alignment — RBAC cost visibility configuration (Cost Management Reader assigned to engineering, no write access), budget alert coverage per subscription and department, cost anomaly detection enablement, and departmental cost chargeback RACI alignment with security domain owners — so that GS-1 gaps in cost accountability assignment and financial governance visibility are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Cost Management RBAC and budget governance in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Cost Management RBAC assignment and budget alert configuration manual audit.","Cost Management GS-1 configuration assessed against MCSB baseline and subscriptions with engineering teams lacking Cost Management Reader access, absent budget alerts at subscription or department scope, inactive cost anomaly detection, or unaligned chargeback RACI documentation identified.
Azure Policy coverage for Cost Management governance controls evaluated; built-ins absent for this resource — assessment relies on Cost Management RBAC role assignment scope, budget alert configuration, and cost anomaly detection enablement manual audit.
Gap findings documented with remediation scope and affected RBAC role assignments, budget alert coverage, cost anomaly detection configuration, and chargeback RACI documentation noted.",Security,none
GS,[SEC-GS] Governance and Strategy — MCSB v2,SEC-2,[SEC-2] Define and Implement Enterprise Segmentation Strategy,,False,"As a cloud engineer, I want to assess enterprise segmentation strategy implementation — management group hierarchy alignment with business units and environment tiers, separate subscription enforcement for production, development, and sandbox environments, landing zone design enforcement via Azure Blueprints or Terraform, separation of duties controls (DevOps cannot approve own PRs or deploy to production without second approval), and annual segmentation policy documentation review — so that GS-2 gaps in enterprise boundary enforcement and privilege separation are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for enterprise segmentation strategy documentation in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on management group hierarchy, subscription structure, and landing zone configuration manual audit.","Enterprise segmentation GS-2 strategy assessed against MCSB baseline and environments with misaligned management group hierarchy, shared subscriptions across production and non-production workloads, landing zones without enforced design templates, or absent separation of duties controls for production deployments identified.
Azure Policy coverage for enterprise segmentation strategy controls evaluated; built-ins absent for this control — assessment relies on management group hierarchy design, subscription isolation review, and landing zone enforcement configuration manual audit.
Gap findings documented with remediation scope and affected management group alignment, subscription boundary configuration, landing zone template enforcement, and separation of duties control coverage noted.",Security,none
GS,[SEC-GS] Governance and Strategy — MCSB v2,SEC-3,[SEC-3] Define and Implement Data Protection Strategy,,False,"As a cloud engineer, I want to assess data protection strategy completeness — four-tier data classification policy (Public, Internal, Confidential, Restricted), encryption requirements defined per classification tier, data residency requirements documented and mapped to Azure regions, key management policy (CMK required for Confidential and Restricted data), DLP policy coverage objective, and annual strategy review cadence after regulatory changes — so that GS-3 gaps in data governance framework completeness and classification enforcement are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for data protection strategy documentation in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on data classification policy documentation and encryption standard definition manual audit.","Data protection strategy GS-3 assessed against MCSB baseline and environments without a documented four-tier classification policy, undefined encryption requirements per data tier, undocumented data residency requirements, or absent CMK key management policy for Confidential and Restricted data identified.
Azure Policy coverage for data protection strategy controls evaluated; built-ins absent for this control — assessment relies on data classification policy documentation, per-tier encryption requirement mapping, and CMK policy definition manual audit.
Gap findings documented with remediation scope and affected data classification tier definitions, encryption requirement coverage, data residency documentation, CMK policy scope, and annual review cadence noted.",Security,none
